"Position","Player Name","Team Name","Nationality","Height","Weight","Age","Condition","Overall Rating"
"LWF","B. YILDIZ","YENI MALATYASPOR","TURKEY",178,70,24,"C",64
"GK","M. BORGOGNO","VÉLEZ SARSFIELD","ARGENTINA",187,74,22,"C",64
"RB","MATHEUS ALEXANDRE","PONTE PRETA","BRAZIL",188,79,21,"C",64
"CMF","Y. GÓEZ","COLÓN","COLOMBIA",177,78,21,"C",64
"DMF","S. YABUR","ATLÉTICO NACIONAL","COLOMBIA",179,71,21,"C",64
"CB","R. EDWARDS","DUNDEE UNITED","ENGLAND",191,88,27,"C",64
"CMF","J. THOMPSON","STOKE RW","NORTHERN IRELAND",175,65,23,"C",64
"GK","G. OLIVEIRA","BELENENSES","PORTUGAL",189,81,25,"C",64
"GK","T. TEPE","TRABZONSPOR","TURKEY",184,79,19,"C",64
"CF","B. NDILU","NANTES","FRANCE",186,80,20,"C",64
"CB","G. TEGUE","INDEPENDIENTE MEDELLÍN","COLOMBIA",178,70,20,"C",64
"AMF","FESSIN","BAHIA","BRAZIL",176,65,21,"C",64
"LB","E. PHUMPIPHA","SAMUT PRAKAN CITY","THAILAND",174,68,30,"C",64
"CB","KWON DAE-HEE","POLICE TERO","REPUBLIC OF KOREA",188,76,31,"D",64
"LWF","A. THUMMANAM","PT PRACHUAP","THAILAND",174,58,36,"D",64
"AMF","J. TISUT","RATCHABURI MITRPHOL","THAILAND",175,68,29,"C",64
"LB","N. PITAFAI","POLICE TERO","THAILAND",172,68,35,"C",64
"RB","W. HOMSAN","SUPHANBURI","THAILAND",173,62,29,"D",64
"DMF","JUNG MYUNG-OH","SUKHOTHAI","REPUBLIC OF KOREA",184,72,34,"C",64
"AMF","DUDU","PARANÁ","BRAZIL",171,68,22,"C",64
"CMF","P. SUKJITTHAMMAKUL","CHIANGRAI UNITED","THAILAND",162,68,25,"C",64
"LB","S. SINGMUI","CHIANGRAI UNITED","THAILAND",173,59,25,"C",64
"CB","S. INPAEN","CHIANGRAI UNITED","THAILAND",180,68,28,"C",64
"CMF","P. CHAMRATSAMEE","SAMUT PRAKAN CITY","THAILAND",173,68,28,"B",64
"RMF","S. BUREERAT","SAMUT PRAKAN CITY","THAILAND",174,69,27,"C",64
"CB","T. LATED","PORT","THAILAND",181,78,31,"C",64
"GK","R. SONGSANGCHAN","PORT","THAILAND",180,68,25,"C",64
"CB","E. DOLAH","PORT","THAILAND",196,78,27,"D",64
"DMF","R. KARUBE","SUPHANBURI","JAPAN",188,76,28,"C",64
"LMF","M. DEL CASTILLO","INDEPENDIENTE","ARGENTINA",169,63,24,"C",64
"CB","A. GAMBOA","WAASLAND-BEVEREN","COSTA RICA",189,78,21,"C",64
"LMF","K. DUAH","ST. GALLEN","SWITZERLAND",185,83,23,"C",64
"RB","STAVROS V.","AEK ATHENS","GREECE",178,67,28,"C",64
"LMF","A. PADULA","BASEL","SWITZERLAND",183,73,24,"C",64
"DMF","DANNY HENRIQUES","BELENENSES","NETHERLANDS",182,74,23,"C",64
"RWF","ZHOU JUNCHEN","SHANGHAI SHENHUA","CHINA",172,68,20,"C",64
"RB","R. MILLEN","KILMARNOCK","SCOTLAND",173,63,26,"D",64
"RB","J. TEZE","PSV","NETHERLANDS",183,78,21,"C",64
"CMF","TAN CHUN LOK","GUANGZHOU R&F","HONG KONG",174,68,24,"C",64
"CB","G. BELLODI","MILANO RN","ITALY",187,75,20,"C",64
"LMF","R. GILES","COVENTRY B","ENGLAND",179,72,20,"B",64
"CB","I. MARTYNOV","KRASNODAR","RUSSIA",186,78,20,"C",64
"CB","M. SISSAKO","STANDARD LIÈGE","FRANCE",188,80,20,"C",64
"LWF","B. YAÑEZ","UNIÓN ESPAÑOLA","CHILE",173,72,19,"C",64
"DMF","J. GONZÁLEZ","BOYACÁ CHICÓ","VENEZUELA",180,76,25,"C",64
"LMF","N. HEFTI","THUN","SWITZERLAND",174,70,21,"C",64
"CMF","WANG PENG","GUANGZHOU R&F","CHINA",176,69,23,"C",64
"LB","J. SILGADO","JAGUARES DE CÓRDOBA","COLOMBIA",171,69,22,"C",64
"LWF","JOAQUÍN MUÑOZ","HUESCA RA","SPAIN",173,60,21,"C",64
"CF","G. AGALAROV","UFA","RUSSIA",180,73,20,"C",64
"AMF","TÒFOL MONTIEL","FIORENTINA","SPAIN",178,78,20,"C",64
"CMF","A. HUNT","SHEFFIELD BW","ENGLAND",177,69,20,"C",64
"GK","JOÃO VIRGINIA","EVERTON B","PORTUGAL",191,83,21,"C",64
"LWF","N. ALIOUI","LE HAVRE","FRANCE",175,64,21,"C",64
"GK","MORRO","VALLECAS BR","SPAIN",193,78,20,"E",64
"CF","SERGIO MORENO","VALLECAS BR","SPAIN",178,66,21,"C",64
"DMF","G. ARIB","VALENCIENNES","FRANCE",168,63,21,"C",64
"GK","ÁLEX DOMÍNGUEZ","LAS PALMAS AA","SPAIN",187,80,22,"C",64
"CF","G. RUTTER","RENNES","FRANCE",182,78,18,"C",64
"LWF","M. JUWARA","BOLOGNA","GAMBIA",170,65,19,"C",64
"AMF","MAXWELL","SPORT RECIFE","BRAZIL",174,63,21,"C",64
"CMF","N. OFOBORH","BOURNEMOUTH RB","NIGERIA",175,77,21,"C",64
"CB","C. SALOMON","UNIVERSIDAD CATÓLICA","CHILE",184,68,20,"C",64
"CMF","LUIZ HENRIQUE","MOREIRENSE","BRAZIL",171,64,23,"C",64
"LWF","ITAITINGA","SION","BRAZIL",184,78,22,"C",64
"AMF","THIAGO ALVES","PARANÁ","BRAZIL",177,74,21,"C",64
"GK","A. POPLEVCHENKOV","SPARTAK MOSKVA","RUSSIA",197,84,20,"C",64
"AMF","E. ROSS","ABERDEEN","SCOTLAND",167,58,19,"C",64
"LB","RAFAEL SANTOS","CRUZEIRO","BRAZIL",180,78,22,"C",64
"AMF","MICHEL","PARANÁ","BRAZIL",176,70,21,"D",64
"CF","M. PHAETON","GUINGAMP","FRANCE",185,78,20,"C",64
"RWF","JAVIER AVILÉS","LEGANÉS AB","SPAIN",181,78,23,"C",64
"GK","ZHOU YAJUN","SHENZHEN KAISA","CHINA",186,78,36,"C",64
"DMF","NIE AOSHUANG","WUHAN ZALL","CHINA",180,70,25,"C",64
"RB","HUANG BOWEN","WUHAN ZALL","CHINA",175,60,24,"C",64
"RWF","KESLLEY","PARANÁ","BRAZIL",175,74,21,"C",64
"DMF","G. HAAG","NANCY","FRANCE",183,78,20,"C",64
"LB","N. CHISTYAKOV","URAL","RUSSIA",181,63,20,"C",64
"RB","N. FADIGA","HERACLES","BELGIUM",180,78,21,"C",64
"AMF","L. ORELLANO","VÉLEZ SARSFIELD","ARGENTINA",177,66,20,"C",64
"CB","T. MCINTYRE","READING BW","SCOTLAND",186,73,22,"C",64
"CF","F. PÉREZ","ALDOSIVI","ARGENTINA",179,72,22,"C",64
"CMF","A. MAHMOUD","ÁLAVA AB","MAURITANIA",175,70,20,"C",64
"CMF","A. PHLIPONEAU","OLYMPIQUE MARSEILLE","FRANCE",180,65,20,"C",64
"RB","A. ALI MOHAMED","OLYMPIQUE MARSEILLE","COMOROS",178,70,21,"C",64
"CF","C. NGONGE","RKC WAALWIJK","BELGIUM",179,73,20,"C",64
"CMF","PEDRO BICALHO","CRUZEIRO","BRAZIL",178,73,19,"C",64
"CB","T. FERNÁNDEZ","GIMNASIA LA PLATA","ARGENTINA",189,83,21,"C",64
"RWF","D. GARCÍA","GIMNASIA LA PLATA","ARGENTINA",170,69,23,"C",64
"LWF","WU YIZHEN","SHANGHAI SHENHUA","CHINA",185,73,26,"C",64
"LWF","L. MENA","INDEPENDIENTE MEDELLÍN","COLOMBIA",169,65,26,"C",64
"RWF","B. AKINTOLA","MIDTJYLLAND","NIGERIA",178,69,24,"C",64
"LWF","LUCAS","MOREIRENSE","BRAZIL",182,74,21,"C",64
"CMF","C. MARÍN","AUDAX ITALIANO","CHILE",166,66,26,"C",64
"AMF","B. BENKHEDIM","SAINT-ÉTIENNE","FRANCE",172,68,19,"C",64
"CMF","M. TAABOUNI","AZ","NETHERLANDS",180,78,18,"C",64
"GK","JÚNIOR","SÃO PAULO","BRAZIL",187,78,22,"C",64
"CMF","RODRIGO NESTOR","SÃO PAULO","BRAZIL",175,67,20,"C",64
"RB","S. ASAN","TRABZONSPOR","TURKEY",170,63,21,"C",64
"GK","YGOR","PONTE PRETA","BRAZIL",191,84,26,"C",64
"SS","GUSTAVO POFFO","AVAÍ","BRAZIL",179,72,22,"C",64
"LB","SOUSA","BRASIL DE PELOTAS","BRAZIL",183,83,26,"C",64
"CF","E. DACI","KONYASPOR","ALBANIA",183,69,22,"C",64
"DMF","P. AKOUOKOU","SEVILLA TRIANA VB","CÔTE D'IVOIRE",182,70,23,"C",64
"LB","L. BUCHANAN","DERBY WB","ENGLAND",175,67,19,"D",64
"CB","ZHANG WENTAO","HENAN JIANYE","CHINA",187,83,27,"C",64
"LWF","A. VAN DER HEIDE","HEERENVEEN","NETHERLANDS",180,78,19,"C",64
"RWF","RUAN","VITÓRIA","BRAZIL",177,71,21,"C",64
"LWF","HUGO VALLEJO","LA CORUÑA AB","SPAIN",181,78,20,"C",64
"CMF","IVÁN JAIME","MÁLAGA AB","SPAIN",180,72,20,"C",64
"GK","C. SÁNCHEZ","GIJÓN RB","CUBA",193,88,21,"C",64
"CF","A. BIANCHIMANO","PERUGIA","ITALY",196,80,24,"C",64
"CMF","E. FERNÁNDEZ","DEFENSA Y JUSTICIA","ARGENTINA",178,78,19,"C",64
"RB","C. PÁJARO","ONCE CALDAS","COLOMBIA",175,72,22,"C",64
"CMF","R. MIMNAUGH","HAMILTON ACADEMICAL","SCOTLAND",178,68,19,"C",64
"GK","DANG VAN LAM","SCG MUANGTHONG UNITED","VIETNAM",188,78,27,"C",64
"GK","J. HASS","COLÓN","ARGENTINA",186,88,22,"C",64
"GK","J. SOTO","ENVIGADO","COLOMBIA",187,82,27,"C",64
"CMF","C. RODRÍGUEZ","MÁLAGA AB","SPAIN",180,78,24,"B",64
"RMF","JI XIAOXUAN","AUXERRE","CHINA",180,75,27,"C",64
"RB","C. KARAYEL","ANKARAGÜCÜ","TURKEY",176,68,26,"C",64
"RWF","S. GARCÍA","JAGUARES DE CÓRDOBA","COLOMBIA",174,66,30,"C",64
"AMF","L. OFORI","FAMALICÃO","GHANA",181,75,22,"C",64
"GK","A. ROJO","UNIÓN LA CALERA","CHILE",183,73,20,"C",64
"GK","J. SERRANO","ALIANZA PETROLERA","COLOMBIA",189,79,21,"C",64
"RWF","MUSTAFA AZADZOY","TRAT","AFGHANISTAN",182,69,28,"C",64
"LWF","J. SOLANO","CÚCUTA DEPORTIVO","COLOMBIA",175,72,24,"C",64
"CB","D. RENTERÍA","SANTA FE","COLOMBIA",180,75,25,"C",64
"CMF","D. MONTIEL","VEJLE","SWEDEN",183,76,25,"C",64
"CF","FENG BOYUAN","JIANGSU SUNING","CHINA",188,75,25,"C",64
"DMF","C. PIZARRO","O'HIGGINS","CHILE",168,64,28,"C",64
"GK","J. FIERRO","COLO COLO","CHILE",183,87,18,"C",64
"GK","A. TRUBIN","SHAKHTAR DONETSK","UKRAINE",199,86,19,"C",64
"GK","LIU PENG","BEIJING RENHE","CHINA",192,85,31,"C",64
"CMF","J. INGA","SPORTING CRISTAL","PERU",166,70,21,"C",64
"RWF","TAO QIANGLONG","HEBEI CHINA FORTUNE","CHINA",172,68,19,"C",64
"CMF","D. RYBCHINSKIY","LOKOMOTIV MOSKVA","RUSSIA",178,64,22,"C",64
"CF","M. BOCIC","PESCARA","SERBIA",173,65,20,"D",64
"AMF","R. HAJAL","HEERENVEEN","SWEDEN",180,78,19,"C",64
"RWF","PIAO TAOYU","TIANJIN TEDA","CHINA",177,64,27,"C",64
"GK","P. GUNNARSSON","Free Agents","ICELAND",189,70,20,"C",64
"CF","D. TURPEL","Free Agents","LUXEMBOURG",188,75,28,"C",64
"LB","D. CARLSON","Free Agents","LUXEMBOURG",186,78,22,"C",64
"CB","T. VOSKANYAN","Free Agents","ARMENIA",183,76,27,"C",64
"CB","S. BORG","Free Agents","MALTA",180,79,32,"C",64
"RB","T. TENISTE","Free Agents","ESTONIA",173,65,32,"C",64
"LWF","F. LIIVAK","Free Agents","ESTONIA",181,76,24,"C",64
"LMF","D. KAZLAUSKAS","Free Agents","LITHUANIA",179,70,26,"C",64
"CB","E. GIRDVAINIS","Free Agents","LITHUANIA",185,82,27,"C",64
"CF","D. IKAUNIEKS","Free Agents","LATVIA",184,75,26,"C",64
"CB","I. TARASOVS","Free Agents","LATVIA",191,85,32,"C",64
"CF","K. OLSEN","Free Agents","FAROE ISLANDS",185,78,30,"C",64
"RB","R. GONZÁLEZ","ROSARIO CENTRAL","ARGENTINA",176,64,20,"C",64
"GK","L. LÓPEZ KALENIUK","SAN LORENZO","ARGENTINA",190,84,19,"C",64
"CF","D. MEROLA","EMPOLI","ITALY",176,72,20,"C",64
"GK","R. FERRARIO","HURACÁN","ARGENTINA",186,76,20,"C",64
"GK","J. DE BOER","GRONINGEN","NETHERLANDS",199,78,20,"C",64
"DMF","J. CASTILLO","SPORTING CRISTAL","PERU",183,78,19,"C",64
"LWF","D. MBAYO","GENT","BELGIUM",175,65,19,"D",64
"CMF","B. NIEVAS","PATRONATO","ARGENTINA",173,70,22,"C",64
"CF","L. VÁZQUEZ","BOCA JUNIORS","ARGENTINA",175,72,19,"C",64
"CF","A. SAYYADMANESH","FENERBAHÇE","IRAN",182,74,19,"C",64
"DMF","DJAVAN","NÁUTICO","BRAZIL",176,69,25,"C",64
"DMF","JONATA MACHADO","BOTAFOGO SP","BRAZIL",183,76,21,"C",64
"LWF","JAVI NAVARRO","ALBACETE BN","SPAIN",180,78,23,"C",64
"AMF","MAICON ASSIS","BRASIL DE PELOTAS","BRAZIL",176,71,30,"C",64
"DMF","LUCAS FELIPPE","HELLAS VERONA","BRAZIL",178,72,20,"C",64
"LWF","PEDRINHO","ATHLETICO PARANAENSE","BRAZIL",176,62,21,"D",64
"AMF","EDUARDO","OPERÁRIO PR","BRAZIL",178,71,31,"C",64
"CF","BARBERO","ALCORCÓN AA","SPAIN",187,78,22,"C",64
"CB","MATEUS BRUNETTI","FIGUEIRENSE","BRAZIL",182,74,21,"C",64
"RB","WEVERTON","RED BULL BRAGANTINO","BRAZIL",181,74,21,"C",64
"CB","HERON","GOIÁS","BRAZIL",187,71,20,"D",64
"CMF","RATINHO","GOIÁS","BRAZIL",176,65,24,"C",64
"AMF","FLÁVIO HENRIQUE","GOIÁS","BRAZIL",175,70,21,"C",64
"CF","VINICIUS","GOIÁS","BRAZIL",175,68,21,"C",64
"RB","J. ZEVALLOS","UNIVERSITARIO","PERU",175,67,21,"C",64
"AMF","S. ARAB","PARIS","FRANCE",178,73,20,"B",64
"GK","D. NDIAYE","STADE DE REIMS","SENEGAL",193,70,21,"C",64
"LB","R. FERNÁNDEZ","Free Agents","BOLIVIA",175,72,21,"C",64
"CF","V. GUTKOVSKIS","Free Agents","LATVIA",188,86,25,"C",64
"CF","V. AMBROS","Free Agents","MOLDOVA",180,78,27,"C",64
"LB","L. CACACE","Free Agents","NEW ZEALAND",170,66,20,"C",64
"CMF","Y. GONZÁLEZ","O'HIGGINS","CHILE",181,70,25,"C",64
"CB","E. FERRARIO","DEPORTES LA SERENA","CHILE",182,72,20,"C",64
"CB","J. CORINUS","AJACCIO","FRANCE",187,76,23,"C",64
"RB","F. VERA","UNIÓN","ARGENTINA",178,75,22,"C",64
"LB","S. DELOS","CHAMBLY","FRANCE",180,78,21,"C",64
"LB","B. MARTIS","SPARTA ROTTERDAM","CURAÇAO",183,70,22,"C",64
"CMF","S. MIJNANS","SPARTA ROTTERDAM","NETHERLANDS",180,78,20,"C",64
"GK","GABRIEL SOUZA","FAMALICÃO","BRAZIL",193,83,23,"C",64
"LWF","F. GONZÁLEZ","NEWELL'S OLD BOYS","ARGENTINA",170,70,19,"C",64
"DMF","A. ÇANKAYA","ANKARAGÜCÜ","TURKEY",180,68,22,"C",64
"RWF","A. BAKHTIYAROV","SOCHI","KAZAKHSTAN",169,63,22,"C",64
"CMF","J. ENAMORADO","DEPORTIVO CALI","COLOMBIA",167,72,21,"C",64
"CF","S. MAGNAGHI","PORDENONE","ITALY",188,78,27,"C",64
"CMF","FLAVIO","AMÉRICA MINEIRO","BRAZIL",175,72,20,"C",64
"GK","JOAN FEMENÍAS","OVIEDO A","SPAIN",187,80,24,"D",64
"AMF","HUGO RAMA","LUGO RB","SPAIN",180,75,24,"C",64
"RB","ZABARTE","PAMPLONA RA","SPAIN",175,76,21,"C",64
"CB","A. DEMIRBAG","KONYASPOR","TURKEY",182,75,23,"C",64
"RB","K. KOVALEV","ROSTOV","RUSSIA",178,69,20,"C",64
"RB","S. ROONEY","ST. JOHNSTONE","SCOTLAND",191,80,24,"C",64
"LB","C. TREMARCO","ROSS COUNTY","ENGLAND",180,78,35,"C",64
"CB","A. TIRITIELLO","COSENZA","ITALY",188,79,25,"C",64
"AMF","MIGUEL SILVEIRA","FLUMINENSE","BRAZIL",174,61,17,"C",64
"CB","B. SCHOONBAERT","WAASLAND-BEVEREN","BELGIUM",190,78,20,"D",64
"LWF","LUKETA","BOTAFOGO SP","BRAZIL",177,72,21,"D",64
"AMF","J. BRÍTEZ","NÁUTICO","PARAGUAY",172,67,23,"C",64
"LWF","A. RUDENKO","SOCHI","RUSSIA",172,67,21,"C",64
"AMF","J. VILLA","GIL VICENTE","COLOMBIA",177,74,21,"C",64
"RB","JOÃO LUCAS","FLAMENGO","BRAZIL",181,72,22,"C",64
"RB","M. PUERTA","RIONEGRO","COLOMBIA",172,72,23,"C",64
"AMF","J. LONWIJK","UTRECHT","NETHERLANDS",189,80,21,"C",64
"CB","C. PEPE","LIVINGSTON","FRANCE",186,92,24,"C",64
"GK","J. DAY","CARDIFF B","ENGLAND",194,76,30,"C",64
"CB","M. FJØRTOFT","HAMILTON ACADEMICAL","NORWAY",191,86,26,"C",64
"DMF","H. AKUJOBI","HEERENVEEN","NETHERLANDS",175,78,20,"C",64
"CF","P. KENY","CHÂTEAUROUX","SENEGAL",186,80,21,"B",64
"CF","A. OUHAFSA","RODEZ","FRANCE",178,70,23,"C",64
"LWF","WELLISSOL","CORITIBA","BRAZIL",182,74,22,"C",64
"RB","YELJAN SHINAR","SHENZHEN KAISA","CHINA",178,68,21,"C",64
"CB","L. VALVERDE","UNIVERSITARIO","PERU",181,72,20,"C",64
"DMF","K. INGRESO","BURIRAM UNITED","PHILIPPINES",178,69,27,"C",64
"RMF","K. BADU","SPARTAK MOSKVA","GERMANY",178,73,23,"C",64
"CB","L. PIROLA","LOMBARDIA NA","ITALY",185,72,18,"C",64
"AMF","GEOVANE","AMÉRICA MINEIRO","BRAZIL",172,70,22,"C",64
"CMF","D. NOVIKOV","URAL","RUSSIA",176,62,20,"C",64
"AMF","A. SHABOLIN","URAL","RUSSIA",186,72,20,"C",64
"AMF","U. ELLA","AMIENS","FRANCE",184,78,19,"C",64
"DMF","JOSÉ GABRIEL","INTERNACIONAL","BRAZIL",184,77,21,"E",64
"RB","J. CASTRO","LA EQUIDAD","COLOMBIA",176,72,23,"D",64
"GK","E. GONZÁLEZ","ESTUDIANTES","ARGENTINA",193,88,22,"C",64
"RB","CALEGARI","FLUMINENSE","BRAZIL",175,72,18,"C",64
"CB","A. DOVBNYA","ARSENAL TULA","RUSSIA",189,83,24,"C",64
"CMF","I. TOURÉ","VITESSE","GERMANY",188,76,22,"C",64
"DMF","B. FAZLIJI","ST. GALLEN","SWITZERLAND",186,78,21,"A",64
"DMF","ADRIANO","CRUZEIRO","BRAZIL",187,70,21,"C",64
"CF","M. KONATÉ","KHIMKI","CÔTE D'IVOIRE",190,80,23,"C",64
"CF","SALEH CHIHADEH","THUN","PALESTINE",183,78,26,"C",64
"CB","M. PÉREZ","LANÚS","ARGENTINA",188,75,21,"C",64
"AMF","F. ASAGIDIGBI","BANFIELD","NIGERIA",173,71,21,"C",64
"LB","N. KAINOURGIOS","ZULTE-WAREGEM","GREECE",180,78,22,"C",64
"LB","A. CASTILLO","HUACHIPATO","CHILE",175,74,22,"B",64
"DMF","Z. OULD KHALED","ANGERS","FRANCE",195,79,20,"C",64
"LMF","A. LEBEAU","STRASBOURG","FRANCE",175,70,21,"C",64
"LWF","N. KIPIANI","ROTOR VOLGOGRAD","RUSSIA",178,74,23,"C",64
"CMF","J. BOSCH","TWENTE","NETHERLANDS",180,78,20,"C",64
"CMF","F. PÉREZ","LANÚS","ARGENTINA",168,67,21,"C",64
"GK","BRIAN ARAÚJO","GIL VICENTE","PORTUGAL",188,78,20,"C",64
"CB","U. ZENGIN","GAZIANTEP FK","TURKEY",185,80,23,"C",64
"CF","N. RAUTI","TORINO","ITALY",180,78,20,"C",64
"LMF","A. GOLUBTSOV","URAL","RUSSIA",176,64,22,"C",64
"RMF","G. KILKENNY","BOURNEMOUTH RB","IRELAND",163,60,20,"C",64
"CB","A. ROUAULT","TOULOUSE","FRANCE",186,74,19,"C",64
"AMF","A. ADLI","TOULOUSE","FRANCE",174,60,20,"C",64
"CMF","A. ÐERLEK","SIVASSPOR","SERBIA",172,65,20,"C",64
"CF","P. BA","TROYES","SENEGAL",187,72,23,"C",64
"CMF","H. MANANGA MBOCK","BREST","FRANCE",186,82,21,"C",64
"CF","R. PHILIPPE","DIJON","FRANCE",182,76,20,"C",64
"CF","B. MORENO","BOYACÁ CHICÓ","COLOMBIA",185,79,22,"C",64
"GK","S. BAJIC","SAINT-ÉTIENNE","FRANCE",187,76,19,"C",64
"GK","A. DIA","OLYMPIQUE MARSEILLE","FRANCE",182,78,21,"C",64
"LWF","P. YADE","METZ","SENEGAL",185,76,20,"C",64
"CF","D. TOKPA","AMIENS","FRANCE",180,78,19,"C",64
"CMF","N. TITKOV","LOKOMOTIV MOSKVA","RUSSIA",177,67,20,"C",64
"CMF","K. FOLMER","UFA","RUSSIA",178,68,20,"C",64
"RB","ISMAEL CASAS","MÁLAGA AB","SPAIN",174,62,19,"C",64
"CB","ENRIQUE CLEMENTE","ZARAGOZA BA","SPAIN",182,78,21,"C",64
"CF","R. POSTEMA","GRONINGEN","NETHERLANDS",180,78,18,"C",64
"GK","K. NDIAYE","ASCOLI","SENEGAL",185,78,20,"C",64
"CB","T. ST. JAGO","UTRECHT","NETHERLANDS",186,68,20,"B",64
"CMF","JOÃO GABRIEL","AMÉRICA MINEIRO","BRAZIL",175,72,20,"C",64
"CB","Í. ÓLAFSSON","SØNDERJYSKE","ICELAND",188,78,20,"C",64
"DMF","GUEDES","CHAPECOENSE","BRAZIL",173,72,21,"C",64
"DMF","DIEGO","SÃO PAULO","BRAZIL",184,73,21,"C",64
"DMF","M. MORALES","UNIVERSIDAD DE CHILE","CHILE",171,67,20,"C",64
"AMF","L. ROJAS","CROTONE","CHILE",180,82,18,"C",64
"RWF","GABRIEL PEC","VASCO DA GAMA","BRAZIL",172,68,19,"C",64
"CB","B. MUGABI","MOTHERWELL","UGANDA",189,75,25,"E",64
"LWF","G. LINKS","AGF","SOUTH AFRICA",175,70,22,"C",64
"CF","A. MUINGA","PSG","FRANCE",178,71,18,"C",64
"GK","M. ALBERTONI","PERUGIA","ITALY",188,82,25,"C",64
"RB","WARLEY","BOTAFOGO","BRAZIL",172,63,21,"C",64
"AMF","EVERTON","CONFIANÇA","BRAZIL",173,73,34,"C",64
"CMF","WAGNINHO","NÁUTICO","BRAZIL",186,69,20,"C",64
"CMF","G. TUNJOV","SPAL","ESTONIA",186,78,19,"C",64
"LWF","JHONATA ROBERT","FAMALICÃO","BRAZIL",179,71,21,"C",64
"CMF","N. CASTRO","NEWELL'S OLD BOYS","ARGENTINA",181,72,20,"C",64
"CF","N. GIOACCHINI","CAEN","USA",183,76,20,"C",64
"RWF","ARI MOURA","CHAPECOENSE","BRAZIL",174,69,24,"C",64
"LWF","M. AMISSI","HERACLES","BURUNDI",173,61,20,"C",64
"LWF","NEGUEBA","VITÓRIA","BRAZIL",171,62,21,"C",64
"DMF","M. KONATÉ","SINT-TRUIDEN","GUINEA",191,84,27,"D",64
"CF","B. BADU","MONTPELLIER","FRANCE",188,86,20,"C",64
"GK","MATHEUS KAYSER","BOAVISTA","BRAZIL",195,93,26,"C",64
"LB","A. NGOUYAMSA","DIJON","CAMEROON",173,67,20,"C",64
"CMF","J. GÁTICA","COQUIMBO UNIDO","CHILE",172,67,24,"C",64
"GK","G. FUENTEALBA","DEPORTES LA SERENA","CHILE",182,72,26,"C",64
"LB","V. DURÁN","DEPORTES LA SERENA","CHILE",179,70,21,"C",64
"CB","L. BADÉ","RC LENS","FRANCE",191,82,20,"C",64
"LWF","ELLIOT GÓMEZ","TENERIFE AB","SPAIN",177,74,21,"C",64
"RWF","M. ZERKANE","BORDEAUX","FRANCE",185,58,21,"C",64
"CB","E. BAYRAM","GALATASARAY","TURKEY",186,78,17,"C",64
"CMF","JOSÉ GRAGERA","GIJÓN RB","SPAIN",186,78,20,"D",64
"LB","WELINGTON","SÃO PAULO","BRAZIL",174,70,19,"C",64
"RB","CAIO FELIPE","CSA","BRAZIL",177,69,21,"C",64
"CB","Z. ROMERO","GODOY CRUZ","ARGENTINA",181,72,21,"C",64
"AMF","B. MAIDANA","HURACÁN","ARGENTINA",165,64,21,"C",64
"RB","LUCAS RODRIGUES","BAHIA","BRAZIL",178,74,21,"C",64
"LMF","B. LIMBOMBE","GENK","BELGIUM",180,73,19,"C",64
"LWF","ÁLEX BAENA","VILLARREAL A","SPAIN",175,70,19,"C",64
"LB","KAZU","CORITIBA","BRAZIL",183,76,20,"C",64
"CF","M. PERALTA BAUER","SAN LORENZO","ARGENTINA",176,75,22,"C",64
"CF","J. AVILÉS","U. DE CONCEPCIÓN","URUGUAY",185,77,19,"C",64
"LWF","I. NUHU","KAS EUPEN","BELGIUM",180,78,20,"C",64
"CMF","F. VILLAGRÁN","COQUIMBO UNIDO","CHILE",178,76,23,"C",64
"GK","S. LAMMENS","CLUB BRUGGE","BELGIUM",192,83,18,"C",64
"LB","SANCHEZ","FIGUEIRENSE","BRAZIL",178,73,25,"C",64
"LB","MENDES","BRASIL DE PELOTAS","BRAZIL",183,80,28,"C",64
"RWF","JUNINHO ROCHA","BRASIL DE PELOTAS","BRAZIL",175,65,23,"C",64
"AMF","DIOGO PINTO","ASCOLI","PORTUGAL",175,63,21,"C",64
"CMF","E. SIERRA","GENK","BELGIUM",169,78,19,"C",64
"AMF","DE PAULA","OESTE","BRAZIL",183,75,21,"C",64
"DMF","J. TILLSON","ROSS COUNTY","ENGLAND",183,67,27,"C",64
"CB","C. MCCARTHY","ST. MIRREN","IRELAND",184,75,22,"C",64
"DMF","RÉGIS POTIGUAR","OPERÁRIO PR","BRAZIL",188,82,28,"C",64
"RB","KLEITON","ATHLETICO PARANAENSE","BRAZIL",176,70,21,"C",64
"DMF","LUAN","CSA","BRAZIL",192,86,23,"C",64
"RB","CAYO TENÓRIO","VASCO DA GAMA","BRAZIL",171,68,21,"C",64
"LB","T. POLL","GRONINGEN","NETHERLANDS",180,74,19,"C",64
"LWF","K. SLOR","GRONINGEN","NETHERLANDS",180,78,18,"C",64
"AMF","T. SUSLOV","GRONINGEN","SLOVAKIA",180,78,18,"C",64
"LWF","JOÃO PEGLOW","INTERNACIONAL","BRAZIL",172,76,18,"C",64
"CB","O. ÇAPAR","KAYSERISPOR","TURKEY",180,80,24,"C",64
"AMF","D. VALLEJOS","DEPORTES LA SERENA","CHILE",165,63,20,"C",64
"AMF","G. SAGLAM","WILLEM II","GERMANY",178,72,22,"D",64
"LB","J. MAZZACO","ROSARIO CENTRAL","ARGENTINA",170,68,20,"C",64
"RB","F. GEROMETTA","UNIÓN","ARGENTINA",175,72,21,"C",64
